Ticker and Top 10 Smallest DTW Values
"MMM: FE (39.123743000000005), MO (39.59057899999998), CPB (45.47594800000001), DD (46.144327), IP (49.03760599999984), C (49.56037100000007), MTB (49.89352700000007), PNW (50.081526), LVS (50.14654700000003), CTSH (50.20816500000011)"
"VLO: AFL (51.251883999999926), FANG (53.62233099999997), ACGL (54.03326699999992), ULTA (58.20595599999989), COP (58.61032200000013), CVX (63.4551090000001), PFG (68.91750899999982), WRB (74.03011599999999), HSY (75.24272599999992), EG (76.68070199999998)"
"VTR: HST (56.80665999999997), UHS (58.739302000000045), BEN (66.92517900000001), BXP (67.9270100000001), IVZ (70.239225), WFC (74.42840200000015), TPR (75.22612899999989), AIG (75.93735100000016), HAS (76.07807199999999), FRT (76.32782999999975)"
"VRSN: NEE (28.015978999999977), STE (28.05028299999997), WM (28.170217999999974), DG (28.52968600000001), AMT (29.512696999999974), VRSK (30.148435), FAST (30.16729200000004), ABT (30.99038600000002), AWK (31.00866399999997), MCD (31.921993999999927)"
"VRSK: WM (22.538294000000025), DG (22.92942199999997), JKHY (24.618126999999944), AMT (24.867518000000008), ROP (25.030213000000007), SBAC (25.054401000000016), ADP (25.166303), AME (25.173777999999967), J (25.247829999999983), SYK (25.668681000000014)"
"VZ: KMB (33.76579599999999), D (41.14323), CL (42.98714600000011), CTSH (48.92021300000008), AMCR (49.74111600000005), AVB (51.90676500000003), KO (53.76445399999992), JNPR (53.94369800000006), ZBH (56.41567999999997), BK (57.20760400000014)"
"VRTX: PCAR (40.41511400000012), NOC (54.47164999999992), HUBB (57.29311499999995), GWW (59.92339100000001), CBOE (60.13872699999992), ABBV (60.84161700000008), AZO (61.60352999999991), WRB (62.76600899999994), PHM (63.81507999999989), IRM (63.92412399999999)"
"VFC: C (42.574199000000135), PNW (49.22308100000001), RTX (50.05758799999996), MMM (51.86664699999999), LVS (52.36470700000015), IP (52.79770800000004), ZBH (53.25481499999997), DD (54.367795000000015), HAS (56.48735799999997), MTB (57.46398300000004)"
"VTRS: PCG (86.83330300000002), EQT (100.76605300000008), OXY (112.66466600000008), AAL (116.9541510000003), APA (117.38770800000005), GE (123.517028), MRO (124.32712200000007), SLB (127.1629889999999), CCL (133.3009279999999), DVN (144.1359540000002)"
"V: AWK (22.518610000000013), LHX (23.42952499999997), AON (24.61999799999998), IEX (25.50931399999998), HD (25.756345), APH (25.80516700000002), PAYX (26.08660399999999), SHW (26.264200000000027), FAST (26.45078799999999), DG (26.823986000000023)"
"VMC: DGX (28.31342200000005), PSA (28.646995000000043), EXC (29.77148899999997), LH (30.27644900000003), AIZ (30.60643500000001), MAS (31.27828899999997), PNC (32.98448299999995), CB (33.01613099999999), MNST (33.61819700000005), TJX (34.509110000000035)"
"WRB: RSG (19.50868400000003), MMC (19.940549999999977), AON (22.038197999999998), ADP (22.88438700000001), NOC (23.53685699999997), PAYX (24.328493999999985), AFL (24.97550900000001), DRI (26.60333299999998), ADI (27.459288999999973), WM (28.35210200000001)"
"WAB: HST (48.68980100000004), RL (56.63010200000004), IBM (59.51716399999992), BMY (61.33267100000006), KIM (62.69175), IP (63.45370999999998), BEN (65.98427100000009), DD (66.04448299999972), GILD (67.08058299999995), AIG (67.18459199999992)"
"WBA: BKR (58.993873999999735), GILD (61.9584889999999), BEN (78.58333100000006), BIIB (79.28760900000002), KMI (89.26584200000003), WMB (89.773041), FRT (90.98212899999982), CVS (92.11359199999993), SPG (93.625321), BXP (99.67436100000002)"
"WMT: WEC (23.74742), XEL (25.55528899999999), PKG (27.719467999999974), APD (28.967967000000005), CMS (29.138143999999965), CMI (29.426995000000005), ITW (29.87646699999994), JBHT (30.15220500000003), ATO (30.57258699999989), HUM (31.345027999999957)"
"DIS: PPG (35.51907300000003), FDX (40.26352899999997), MDT (42.07036400000008), CMCSA (42.74948200000002), EMN (43.57437499999993), FFIV (44.72001599999992), HIG (45.019455000000015), DUK (46.14938199999999), PRU (46.17781200000002), MDLZ (46.91115499999992)"
"WBD: HES (57.85900399999997), CF (60.787559000000016), COP (64.39016500000008), MOS (72.06514999999997), MCK (74.58987300000001), ADM (85.12236900000002), PCAR (92.79173400000003), F (93.88214599999998), VRTX (97.12493700000014), CVX (98.9747430000001)"
"WM: AON (16.445715000000003), ADP (17.55044600000001), NEE (17.780298999999996), MCD (18.946642999999952), STE (21.315144999999987), TXN (21.72198400000007), DOV (21.891245), COST (22.16829399999997), NDAQ (22.256201999999995), MCO (22.38230300000002)"
"WAT: APH (21.516977999999977), PAYX (22.583296999999945), ROK (24.57208599999998), BLK (26.156116999999952), NKE (26.91635699999995), EXPD (26.92640700000001), AES (28.08062000000001), AME (28.444237000000005), ADP (29.88946599999995), ITW (30.160209999999964)"
"WEC: XEL (11.985777999999986), CMS (16.153456999999978), WMT (23.74742), LNT (25.677279000000016), ATO (28.001361999999983), AEE (28.024116999999983), BRK-B (30.924832999999943), APD (31.930937999999937), FI (32.59257599999998), PG (33.01825199999998)"
"WFC: FRT (43.62721400000006), HST (55.44934599999988), AIG (57.806765000000105), UHS (60.3629679999999), BXP (61.84485799999996), BEN (64.01469799999995), SPG (65.09723500000005), PPL (67.88962199999985), REG (68.57704600000015), MO (69.70611000000005)"
"WELL: DUK (35.1538829999999), FE (37.40493200000009), AVB (38.45420599999999), EQR (39.14972299999992), KO (41.02764099999999), BK (41.77174200000016), L (42.61989700000004), RTX (42.87922000000006), CNP (44.59495300000007), ESS (44.75179699999996)"
"WST: POOL (16.82876000000001), MSCI (19.664317999999987), AAPL (20.915847999999983), MSFT (21.982666), MPWR (22.06643899999997), INTU (22.311414999999982), ADBE (24.23180500000002), CRL (25.481601999999917), IDXX (26.16031200000004), EPAM (27.181514000000004)"
"WDC: WYNN (70.890515), MHK (83.26288200000018), DAL (87.94103200000028), WAB (91.64741300000006), RL (92.01319299999984), HST (93.43442899999992), IVZ (96.5090359999997), INCY (96.95295000000004), BKR (97.06470600000016), BIIB (98.9085119999997)"
"WY: AVB (35.88751000000005), WHR (39.6285), LYB (40.295970999999966), PRU (40.457294999999846), PPG (40.52355199999996), L (41.22412500000004), BK (41.51607399999995), SYF (41.71477199999999), IP (42.83650200000008), EMN (43.45731599999991)"
"WHR: SEE (38.39767199999997), WY (39.6285), SYF (41.328531999999946), PPG (51.16965800000008), NWSA (52.67002399999991), AKAM (53.80528700000018), EMN (54.36129899999995), L (58.014182000000005), NWS (58.17892200000002), LKQ (60.01699300000009)"
"WMB: CTRA (53.633014), MRO (64.52716600000004), BG (77.01993800000005), CVS (80.39810999999995), PXD (82.62730899999984), KMI (83.88583299999985), IVZ (86.30212199999968), BKR (87.36148899999957), REGN (87.60840399999985), WBA (89.773041)"
"WTW: LNT (26.34732699999996), CMCSA (26.56540699999996), JNJ (28.256236999999956), DTE (28.66906699999995), ALLE (29.216842000000025), BRK-B (29.61090799999998), PFE (30.56139600000004), ALL (31.80384999999995), COO (32.61067800000001), ES (33.15428700000001)"
"GWW: HUBB (21.002056000000035), ORLY (31.320272999999943), ETN (33.675275999999926), PH (38.212879999999934), ACGL (38.941968), AZO (39.80774999999992), ORCL (39.89623199999996), PHM (42.47112500000007), LIN (45.02538999999998), NUE (45.64702199999992)"
"WYNN: WDC (70.890515), INCY (75.2902650000002), PSX (81.25588599999988), BA (86.5228249999997), LVS (92.73173499999989), RL (93.35674700000006), CTRA (94.1107320000002), EOG (97.64645799999988), BIIB (101.67788899999977), UAL (108.06191599999995)"
"XEL: WEC (11.985777999999986), CMS (20.096521000000003), AEE (21.300909999999995), BRK-B (25.40718699999996), WMT (25.55528899999999), LNT (26.467450000000053), SYY (30.184377000000023), ALLE (30.439019), APD (31.24974500000001), MKC (31.57700000000001)"
"XYL: TXN (22.671741), CRM (25.867579000000063), ADP (26.08303699999994), IQV (26.49097199999995), BR (27.01277199999995), WM (27.548898999999967), MCO (27.929158999999977), STE (28.57819499999995), SHW (28.77620500000008), HD (29.408087999999942)"
"YUM: ARE (19.35205900000001), ICE (26.717924999999976), COO (26.86596800000003), DTE (27.747449999999965), APD (28.73202899999996), CSCO (29.120204999999935), HON (29.66735400000003), SRE (30.478602000000024), BALL (30.491274000000043), JPM (30.543061)"
"ZBRA: INTU (23.73126700000001), IDXX (26.033567999999978), AMAT (27.18055100000007), KEYS (27.71690199999996), AAPL (28.37834100000001), POOL (28.89017499999999), BX (29.88946399999996), ADBE (30.13617600000001), NOW (30.7763250000001), WST (30.95456900000006)"
"ZBH: MDT (50.25733999999985), IP (53.02571700000014), VFC (53.25481499999997), AMCR (54.036382000000096), CHRW (56.03335699999983), RTX (56.269367), VZ (56.41567999999997), D (56.89091699999996), PNW (57.24163999999999), L (57.63176099999999)"
"ZION: RF (24.767910000000025), PNC (29.106698), CFG (30.64640099999997), AXP (31.382764), CE (33.35921099999999), MAR (34.627464999999944), UNP (34.89566800000002), KEY (37.05458599999999), YUM (38.44057400000004), NTAP (38.696904000000025)"
"ZTS: RMD (17.35235099999997), PLD (17.830386999999977), BRO (19.661548999999944), TMO (19.663606999999967), CRL (20.68157300000002), ACN (21.69437900000001), TECH (22.26629899999997), CDW (22.611964999999977), EW (22.826717000000095), GRMN (22.997885)"
