Ticker and Top 10 Smallest DTW Values
"MMM: IFF (64.59623699999999), LUV (64.86370299999994), C (66.637784), SEE (67.8945220000002), USB (69.87554999999999), D (72.63510799999996), IP (75.76776599999985), HAS (81.93592299999982), MDT (83.92115999999997), DIS (85.9885260000003)"
"URI: PANW (49.81288699999995), NUE (50.61909599999996), TT (51.68917000000005), ODFL (51.87055999999994), DHI (52.29687199999996), ETN (55.283454999999975), AMAT (55.568808999999945), AAPL (55.86825099999997), PHM (56.84381699999973), AJG (56.98689)"
"UNH: RSG (31.120131000000036), MSI (33.14894099999989), COST (35.220401000000074), LIN (39.44764799999998), AJG (40.87807299999994), ORLY (40.91406699999993), ETN (41.105531000000106), TMUS (41.306239000000055), BRO (42.528537), WM (42.721225000000125)"
"UHS: EIX (65.08706899999994), HST (73.23217799999992), REG (76.05553100000003), WFC (79.47659300000007), FRT (80.95911999999961), PPL (84.24183300000021), CL (85.13626599999985), K (90.44522100000007), VTR (90.83953800000002), CPB (92.54618699999996)"
"VLO: RF (55.262624), ABBV (55.32462399999995), HPQ (55.80285499999998), AFL (57.34815199999997), ELV (62.27828200000005), RJF (63.262492000000144), FANG (63.27752299999992), AXP (63.59540399999997), ULTA (63.73175500000004), PFG (64.45841699999981)"
"VTR: WFC (78.93373000000004), FRT (80.1849759999998), BEN (80.28227100000005), SPG (87.829217), HST (87.94667999999994), UHS (90.83953800000002), PEAK (93.1326109999999), APA (94.83876100000012), OXY (95.4047920000001), TPR (95.68337599999994)"
"VRSN: STE (36.05329899999998), LOW (43.236147000000095), ICE (44.22287200000009), HD (45.229870000000005), DOV (46.59437700000013), JKHY (46.70818799999998), ABT (47.019697000000015), AWK (47.46262399999998), UNP (47.62059299999992), LDOS (47.639214)"
"VRSK: AME (31.605951999999988), ROP (33.510661000000056), SYK (34.55777899999992), CME (34.600067999999986), V (35.61087200000003), FAST (37.06313100000004), ITW (37.22155999999989), AON (40.19912999999997), FI (40.293586000000005), STE (40.468424000000105)"
"VZ: D (41.00938299999999), AMCR (51.190566999999874), ZBH (53.920460999999975), CTSH (58.578531), HSIC (61.63636000000009), AVB (64.45900000000009), K (67.60441199999993), BK (70.42113400000011), MDT (71.5800330000002), HRL (72.465519)"
"VRTX: ORCL (40.35441299999989), PCAR (49.42340000000013), AON (52.785657000000015), ITW (54.49922900000005), J (54.57266900000003), HLT (55.01277899999995), MAR (55.41844999999994), ADP (55.67097499999997), CSX (57.741548999999885), WM (58.29298700000004)"
"VFC: LUV (97.09747599999996), AAL (98.98891900000004), MMM (103.74971000000016), CCL (105.4812909999997), HAS (109.314443), SEE (110.900206), PEAK (128.24668699999987), UAL (129.03900899999994), INCY (129.2210929999999), FIS (130.41311400000032)"
"VTRS: PCG (103.64775199999978), PARA (120.781561), AAL (141.52330099999998), CCL (149.7390179999996), VFC (160.48198500000004), WBA (160.68232799999987), NCLH (209.1893400000003), WBD (241.33552799999956), INCY (259.913491), GE (260.9843700000002)"
"V: CME (30.745964999999934), RSG (31.35794700000003), APH (31.91320799999996), MA (32.42950299999992), AON (32.59603499999999), FAST (32.86759600000002), WRB (32.88610100000002), MMC (33.67537299999997), EQIX (34.87682999999998), VRSK (35.61087200000003)"
"VMC: MNST (37.79541900000005), ITW (43.08465400000005), MAS (43.934400999999966), TJX (44.39801399999998), EXPD (45.26349799999998), AIZ (46.48977000000001), CI (46.763062999999846), LNT (49.50140000000008), HUM (50.81400299999988), JBHT (50.907784999999976)"
"WRB: PAYX (29.702647999999996), RSG (30.68453500000001), WM (32.30051500000006), V (32.88610100000002), NOC (33.073390999999965), AON (33.10711699999999), ADP (33.17692600000004), J (35.036913000000055), FAST (36.24105400000011), APH (37.808195000000026)"
"WAB: HST (66.32802399999994), IBM (66.91102299999993), CTRA (79.66626100000013), AIG (80.35139099999996), EIX (83.65825400000026), KIM (85.31313399999986), BWA (86.40747500000043), LYB (86.48182399999975), CPB (88.49423400000005), MO (90.52742699999985)"
"WBA: BIIB (101.65821000000004), XRAY (102.72010999999992), BXP (110.95228800000014), IVZ (115.28603699999992), ALK (120.6139399999998), AAL (127.74750699999974), KMI (128.3421260000002), MHK (136.44065299999983), WDC (142.7444560000003), TAP (146.12499899999992)"
"WMT: PKG (36.73806399999992), APD (39.39430499999998), ATO (39.57328499999996), ITW (39.94233299999992), JBHT (40.93551399999993), BRK-B (43.38244800000007), ROP (44.143425), APH (44.21380399999996), PG (44.78038000000008), CMI (45.557584000000006)"
"DIS: TFC (48.88379600000002), NTRS (63.161503), EXPE (75.4954780000001), SWK (75.93675899999997), FIS (82.33759299999977), FFIV (84.36026399999997), GM (84.81964900000008), ARE (84.97487499999988), KEY (85.5746909999997), MMM (85.9885260000003)"
"WBD: ILMN (94.60692199999993), PARA (122.30648900000028), QRVO (172.18639299999973), CTLT (178.54795800000005), KMX (185.959841), FIS (197.09680999999955), ZION (199.78147200000024), BA (200.983808), BAX (201.76612899999995), EL (204.9589490000004)"
"WM: MCD (30.990508999999957), WRB (32.30051500000006), TMUS (33.372893999999995), AON (34.302901999999925), ADP (35.27400599999996), COST (35.7902079999999), TXN (36.79142900000001), IEX (39.344241000000025), LIN (39.85314999999999), ETN (40.67020999999988)"
"WAT: NKE (39.697876), CPT (40.74243599999995), BLK (41.21504399999999), MAA (41.53371500000002), CBRE (43.19713800000002), BAC (44.126077000000045), IQV (44.31172500000002), EXR (46.07124899999987), PNC (47.43792800000004), AES (49.29973199999999)"
"WEC: XEL (15.542190999999985), CMS (21.395785), LNT (30.184933000000044), AEE (33.20121999999996), AEP (34.55398999999996), PEP (41.572212000000015), JBHT (42.26542900000002), MDLZ (42.70722799999989), ATO (42.74067399999992), CHD (44.42603800000016)"
"WFC: FRT (50.09326500000003), SPG (74.74567800000008), HST (75.63542499999967), VTR (78.93373000000004), UHS (79.47659300000007), BEN (83.44618199999998), AIG (88.82903500000006), KIM (90.0712540000001), REG (90.6693770000002), CPB (91.2581340000002)"
"WELL: L (51.83732099999997), FE (56.77127799999997), AVB (57.47552599999994), BK (59.99390600000008), DUK (60.03933399999983), WY (61.25610100000005), RTX (62.94862599999996), CNP (63.08733200000005), TXT (64.85956300000005), EQR (65.25354199999995)"
"WST: ADBE (35.35802699999998), MSCI (37.02303099999994), INTU (37.46147900000002), AMZN (39.79471000000003), IDXX (39.85961000000001), MSFT (40.98933999999996), MPWR (42.48127800000003), NOW (42.926719999999975), AMAT (44.187882000000016), DXCM (44.74609499999994)"
"WDC: INCY (83.334681), WYNN (84.59233100000007), MHK (102.3801880000002), IVZ (104.82259699999976), UAL (114.08414899999995), XRAY (122.30968499999976), ALK (130.680853), BIIB (136.52345799999978), LUV (139.8270199999999), WBA (142.7444560000003)"
"WY: AVB (48.14544699999993), PPG (49.58391399999993), PRU (51.44628599999987), BK (52.530505000000026), JNPR (55.08638099999997), LYB (55.636969999999934), RTX (57.11490400000011), L (58.547912), FDX (59.80616599999985), WELL (61.25610100000005)"
"WHR: SEE (45.10835900000003), SYF (52.68127499999998), EMN (66.86920599999989), CVS (72.52437700000013), BMY (77.68249500000003), IP (79.8427280000002), FFIV (81.06598599999991), NWSA (81.57938399999986), GM (84.133985), MDT (86.51058399999994)"
"WMB: CTRA (62.93657299999997), MRO (83.64643400000008), BG (90.91414000000016), PXD (91.43114999999992), AIG (91.62263200000048), REG (95.36117800000036), AKAM (98.0307490000002), CAH (102.89699399999992), REGN (105.01072099999986), NWS (105.61508599999948)"
"WTW: BDX (41.35267799999996), SO (41.57232399999994), HON (41.58770299999999), PEG (41.70338900000004), ALL (43.32554500000005), BRK-B (43.87420199999996), CHD (43.92109599999996), YUM (45.213892), DTE (45.293285), PEP (45.99639499999992)"
"GWW: HUBB (33.766803000000046), ORLY (36.24337499999993), LIN (37.204943999999976), PH (39.393291000000026), ETN (39.87924399999992), AZO (43.51087199999997), ACGL (45.38182600000002), TXN (46.04816199999996), AMP (46.51192699999982), RSG (47.61563999999986)"
"WYNN: WDC (84.59233100000007), KMX (92.0819209999999), BBWI (95.0625180000002), BA (95.20377299999986), CMA (98.99416200000007), F (99.50094799999972), INCY (102.48497500000028), MOS (102.70037500000032), SWKS (103.19170299999986), APTV (105.45023899999984)"
"XEL: WEC (15.542190999999985), AEE (25.43912399999995), CMS (26.218030999999986), LNT (29.57388500000002), SYY (35.45664500000001), ETR (39.81721599999999), AEP (41.68954500000002), PEP (44.27404800000002), ICE (44.284798), DGX (44.43953400000005)"
"XYL: SHW (36.91100300000006), DOV (38.32739400000009), HD (39.10382499999989), MCO (40.466717), ZTS (41.55609999999995), SPGI (42.50274499999993), STE (43.31174399999994), IQV (44.11869899999986), PLD (44.57852400000006), CRM (45.9140040000001)"
"YUM: SRE (29.63073), HON (36.84038500000003), APD (39.33567399999996), LMT (41.178052), CSCO (41.28749499999989), STZ (41.53895700000013), MRK (42.76759199999999), PEP (42.86454199999998), JPM (43.26284100000005), SO (44.037282000000005)"
"ZBRA: CRL (39.06453599999996), EPAM (43.25322400000008), BIO (45.617975000000015), MKTX (46.36136300000008), TECH (56.23456000000009), CZR (62.00062699999992), CTLT (64.68712499999992), PODD (67.62315200000019), GNRC (69.71615300000008), RMD (71.71223600000008)"
"ZBH: EQR (51.80891500000005), VZ (53.920460999999975), AVB (59.21243000000009), PEAK (61.60419499999974), PPG (62.72454800000013), MDT (63.39606399999985), AMCR (63.90369000000007), RTX (64.79629899999983), IP (67.39740500000008), USB (67.648332)"
"ZION: KEY (46.19931399999992), CFG (49.93928900000006), PNC (53.823999999999984), CMA (57.03440399999997), RF (63.19842800000011), CPT (64.09367700000007), FITB (65.52088199999994), AES (69.46226100000014), SWK (70.35441699999994), ILMN (71.20027500000008)"
"ZTS: PLD (26.261044999999974), ACN (30.353964000000012), GRMN (33.345044), LYV (34.13830000000001), BX (34.42256300000009), A (37.570927), SHW (38.28468699999997), SPGI (38.49717099999999), RMD (39.448661), DPZ (40.033657000000034)"
